FEDR_id,CASE_id,CASE_url,Nazwa,Typ,Województwo,Powiat,Czy wydaje media,Lista mediów
1543,87071,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2076,TRZEBIELINO,samorząd gminy,pomorskie,bytowski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Biuletyn Echa Trzebielińskie"",""Biuletyn"",""Wydział Administracyjno Oświatowy – stanowisko ds. promocji"",""2017"","""",""https://trzebielino.pl/echa/""
""strona Facebook Gminy Trzebielino"",""strona internetowa na Facebook"",""Wydział Administracyjno Oświatowy – stanowisko ds. promocji"",""17 grudnia 2014"","""",""https://www.facebook.com/GminaTrzebielino/?locale=pl_PL"""
1544,85813,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-818,TRZESZCZANY,samorząd gminy,lubelskie,hrubieszowski,FAŁSZ,
1545,86272,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1277,TRZYCIĄŻ,samorząd gminy,małopolskie,olkuski,PRAWDA,"""Wieści z Trzyciąża"",""dodatek specjalny do gazety lokalnej"",""Wydawca prywatny - zlecenie Gminy"",""od ok. 20 lat"",""nadal"","""""
1548,85816,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-821,TUROBIN,samorząd gminy,lubelskie,biłgorajski,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Urząd Miejski w Turobinie"",""Strona internetowa"",""Urząd Miejski w Turobinie"",""2023"","""",""https://www.turobin.pl/""
""Gmina i Miasto Turobin"",""Profil na portalu społecznościowym Facebook"",""Urząd Miejski w Turobinie"",""13 lutego 2012"","""",""https://www.facebook.com/p/Gmina-i-Miasto-Turobin-100064548435493/?locale=p1_PL""
""Wieści Turobińskie"",""Magazyn (ISSN:2719-9061)"",""Urząd Miejski w Turobinie"",""2021"","""","""""
1549,86944,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1949,TUROŚŃ KOŚCIELNA,samorząd gminy,podlaskie,białostocki,,
1550,86083,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1088,TUSZYN,samorząd gminy,łódzkie,łódzki wschodni,PRAWDA,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Echo Gminy Tuszyn"",""Biuletyn"",""Urząd Miasta w Tuszynie"",""2012"","""",""https://tuszyn.org.pl/echo-gminy-tuszyn/"""
1552,86596,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1601,ZAŁUSKI,samorząd gminy,mazowieckie,płoński,FAŁSZ,"""www.zaluski.pl"",""strona internetowa"",""Urząd Gminy Załuski"","""","""",""www.zaluski.pl""
""profil na Facebook'u"",""inne - profil na Facebook'u"",""Urząd Gminy Załuski"","""","""",""https://www.facebook.com/ugzaluski/"""
1553,86992,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1997,KOCZAŁA,samorząd gminy,pomorskie,człuchowski,FAŁSZ,"""Strona internetowa Gminy Koczała"",""Strona internetowa"",""Urząd Gminy Koczała"",""2019"","""",""www.koczala.pl""
""Profil Gmina Koczała na platformie Facebook"",""Profil na platformie Facebook"",""Urząd Gminy Koczała"",""2014"","""",""www.facebook.com/p/Gmina-Kocza%C5%82a-100063506396642/?locale=pl_PL""
""Profil Koczała-serwis informacyjny na platformie Facebook"",""Profil na platformie Facebook"",""Urząd Gminy Koczała"",""2022"","""",""www.facebook.com/p/Kocza%C5%82a-Serwis-informacyjny-100083369137453/?locale=pl_PL""
""Biuletyn informacyjny \""Nasza Koczała\"""",""Biuletyn informacyjny"",""Urząd Gminy Koczała"",""2023"","""","""""
1554,85818,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-823,UCHANIE,samorząd gminy,lubelskie,hrubieszowski,FAŁSZ,
1555,86940,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1945,SZYPLISZKI,samorząd gminy,podlaskie,suwalski,FAŁSZ,""""",FB,Urząd Gminy Szypliszki,,"""",""""
"""",strona internetowa,Urząd Gminy Szypliszki,,"""",""https://szypliszki.pl/"""
1557,86153,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1158,GRYBÓW,samorząd gminy,małopolskie,nowosądecki,FAŁSZ,
1560,87294,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2299,MOSKORZEW,samorząd gminy,świętokrzyskie,włoszczowski,FAŁSZ,
1561,86921,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1926,RUTKI,samorząd gminy,podlaskie,zambrowski,FAŁSZ,
1563,87637,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2642,SKULSK,samorząd gminy,wielkopolskie,koniński,FAŁSZ,
1566,85624,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-629,WAGANIEC,samorząd gminy,kujawsko-pomorskie,aleksandrowski,FAŁSZ,"""Gmina Waganiec"",""profil społecznościowym na platformie Facebook"",""Urząd Gminy w Wagańcu"",""2021-03-24"","""",""https://www.facebook.com/p/Gmina-Waganiec-100069341897086/?locale=pl_PL""
""Gminna Biblioteka Publiczna w Wagańcu"",""profil społecznościowym na platformie Facebook"",""Gminna Biblioteka Publiczna w Wagańcu"",""2019-02-07"","""",""https://www.facebook.com/p/Gminna-Biblioteka-Publiczna-w-Waga%C5%84cu-100064725037815/?locale=pl PL""
""Zespół Szkół im. Ignacego Jana Paderewskiego w Zbrachlinie"",""profil społecznościowym na platformie Facebook"",""Zespół Szkół im. Ignacego Jana Paderewskiego w Zbrachlinie"",""2015-09-09"","""",""https://www.facebook.com/zespol.szkol.zbrachlin/?locale=pl_PL""
""Zespół Szkół w Brudnowie"",""profil społecznościowym na platformie Facebook"",""Zespół Szkół w Brudnowie"",""2014-11-14"","""",""https://www.facebook.com/brudnowo/?locale=pl_PL""
""Szkoła Podstawowa im. Orła Białego w Niszczewach"",""profil społecznościowym na platformie Facebook"",""Szkoła Podstawowa im. Orła Białego w Niszczewach"",""2012-06-03"","""",""https://www.facebook.com/SzkolaPodstawowaWNiszczewach/?locale=p1_PL"""
1568,85934,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-939,ALEKSANDRÓW (woj. łódzkie),samorząd gminy,łódzkie,piotrkowski,PRAWDA,"tytul,typ,prowadzacy,data_od,data_do,linki
""Biuletyn Informacyjny Urzędu Miejskiego w Aleksandrowie Łódzkim """"40 i cztery"""""",Biuletyn Informacyjny,""Wydział Informacji i Mediów w Urzędzie Miejskim w Aleksandrowie Łódzkim"",1991,,
""Telewizja Aleksandrów Łódzki (TVA)"",Telewizja,""Wydział Informacji i Mediów w Urzędzie Miejskim w Aleksandrowie Łódzkim"",2012,,"
1569,87466,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2471,BABIAK,samorząd gminy,wielkopolskie,kolski,PRAWDA,"""WIEŚCI Z FAJKĄ"",""SAMORZĄDOWY BIULETYN INFORMACYJNY"",""URZĄD GMINY W BABIAKU"",""01.12.2025"","""","""""
1582,87474,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2479,BRUDZEW,samorząd gminy,wielkopolskie,turecki,PRAWDA,"tytul,typ,prowadzacy,data_od,data_do,linki
""WIEŚCI GMINNE"",""BIULETYN INFORMACYJNY"",""GMINA BRUDZEW"",""OD 2005 R."","""","""""
1583,87361,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2366,BUDRY,samorząd gminy,warmińsko-mazurskie,węgorzewski,FAŁSZ,
1584,86320,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1325,CHOTCZA,samorząd gminy,mazowieckie,lipski,FAŁSZ,
1586,86134,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1139,CIĘŻKOWICE,samorząd gminy,małopolskie,tarnowski,FAŁSZ,
1590,87103,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2108,DĄBROWA ZIELONA,samorząd gminy,śląskie,częstochowski,FAŁSZ,
1591,86974,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1979,DAMNICA,samorząd gminy,pomorskie,słupski,PRAWDA,"""biuletyn informacyjny"",""biuletyn informacyjny"",""Urząd Gminy Damnica"",""2019"",""2024"",""https://damnica.pl/cms/9256/biuletyn_informacyjny"""
1592,85345,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-350,DOBROMIERZ,samorząd gminy,dolnośląskie,świdnicki,FAŁSZ,
1594,86977,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1982,DZIEMIANY,samorząd gminy,pomorskie,kościerski,FAŁSZ,
1595,87372,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2377,EŁK,samorząd gminy,warmińsko-mazurskie,ełcki,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Życie Gminy Ełk"",""bezpłatny informator Urzędu Gminy Ełk"",""Gmina Ełk"",""grudnia 2015 roku"",""nie zakończono"",""https://elk.gmina.pl/zycie-gminy-elk.html""
""MULTIPORTAL GMINY EŁK"",""strona internetowa Gminy Ełk"",""Gmina Ełk"",""od 29 marca 2023 roku"",""nie zakończono"",""www.elk.gmina.pl""
""Tomasz Osewski Wójt Gminy Ełk"",""konto Facebook"",""Gmina Ełk"",""4 września 2024 roku"",""nie zakończono"",""https://www.facebook.com/people/Tomasz-Osewski/61565190425875/?rdr"""
1596,85534,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-539,GĄSAWA,samorząd gminy,kujawsko-pomorskie,żniński,PRAWDA,"""Gąsawska Gmina"",""gazeta"",""Urząd Gminy w Gąsawie"",""czerwiec 2022"",""wrzesień 2023"","""""
1597,87105,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2110,GASZOWICE,samorząd gminy,śląskie,rybnicki,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Informator Gminny"",""biuletyn informacyjny"",""Urząd Gminy"",""2006"",,
""gaszowice.pl"",""internet"",""Urząd Gminy"",""30.06.2003"",,""https://www.gaszowice.pl/""
""okis.gaszowice.pl"",""internet"",""Ośrodek Kultury i Sportu"",""9.11.2023"",,
""opsgaszowice.naszops.pl"",""internet"",""Ośrodek Pomocy Społecznej"",""23.06.2020"",,""https://opsgaszowice.naszops.pl/""
""biblioteka.gaszowice.pl"",""internet"",""Gminna Biblioteka Publiczna"",""1.02.2017"",,""https://biblioteka.gaszowice.pl/""
""kulturaczernica.weebly.com"",""internet"",""Ośrodek Kultury Zameczek"",""18.11.2018"",,""https://kulturaczernica.weebly.com/""
""Facebook UGGaszowice"",""internet"",""Urząd Gminy"",""10.06.2015"",,""https://www.facebook.com/UGGaszowice/?locale=pl_PL""
""Telewizja"",""telewizja"",,""2019 rok"",,"
1598,85352,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-357,GAWORZYCE,samorząd gminy,dolnośląskie,polkowicki,,
1600,85376,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-381,KŁODZKO,samorząd gminy,dolnośląskie,kłodzki,PRAWDA,"""Informator. Gmina Kłodzko"",""gazeta kwartalnik"",""Gmina Kłodzko"",""2016"","""",https://www.gmina.klodzko.pl/epublikacje.html"
1603,86349,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1354,GOSTYNIN,samorząd gminy,mazowieckie,gostyniński,FAŁSZ,
1605,86472,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1477,PIONKI,samorząd gminy,mazowieckie,radomski,FAŁSZ,
1606,85759,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-764,PODEDWÓRZE,samorząd gminy,lubelskie,parczewski,FAŁSZ,
1607,87191,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2196,PRZYSTAJŃ,samorząd gminy,śląskie,kłobucki,FAŁSZ,
1610,86720,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1725,GRĘBÓW,samorząd gminy,podkarpackie,tarnobrzeski,FAŁSZ,""""",""Biuletyn informacyjny"",""Urząd Gminy Grębów"",""przed 2023"","""",""http://www.grebow.un.pl/bip/""
"""",""Strona internetowa"",""Urząd Gminy Grębów"",""przed 2023"","""",""https://www.grebow.com.pl/""
""Facebook"",""Social media"",""Urząd Gminy Grębów"",""2024"","""",""https://www.facebook.com/profile.php?id=61564668274647""
"""",""Strona internetowa"",""Gminny Ośrodek Pomocy Społecznej"",""przed 2023"","""",""https://grebow.naszops.pl/""
"""",""Strona internetowa"",""Gminne Centrum Kultury"",""przed 2023"","""",""https://gckgrebow.pl/""
""Facebook"",""Social media"",""Gminne Centrum Kultury"",""2016"","""",""https://www.facebook.com/profile.php?id=100091284469055""
""Głos Gminy Grebów"",""Gazetka"",""Urząd Gminy Grębów"",""przed 2023"","""",""https://www.grebow.com.pl/glos-gminy-grebow""
"""",""Strona internetowa"",""Zespół Szkół Ogólnokształcących w Grebowie"",""przed 2023"","""",""https://zsogrebow.pl/""
""Facebook"",""Social media"",""Zespół Szkół Ogólnokształcących w Grebowie"",""2018"","""",""https://www.facebook.com/ZSOGrebo""
"""",""Strona internetowa"",""Szkoła Podstawowa w Zupawie"",""przed 2023"","""",""http://www.spzupawa.szkola.pl/""
""Facebook"",""Social media"",""Szkoła Podstawowa w Zupawie"","""","""",""""
"""",""Strona internetowa"",""Szkoła Podstawowa w Krawcach"",""przed 2023"","""",""http://www.pspkrawce.pl/""
"""",""Strona internetowa"",""Zespół Szkoła Podstawowa i Przedszkole w Wydrzy"",""przed 2023"","""",""https://zspipwydrza.edupage.org/""
""Facebook"",""Social media"",""Zespół Szkoła Podstawowa i Przedszkole w Wydrzy"","""","""",""""
"""",""Strona internetowa"",""Zespół Szkół w Stalach"",""przed 2023"","""",""https://zsstale.edu.pl/""
""Facebook"",""Social media"",""Zespół Szkół w Stalach"",""2023"","""",""https://www.facebook.com/profile.php?id=61551114952345&locale=pl PL""
"""",""Strona internetowa"",""Zespół Szkolno - Przedszkolny w Zabrniu"",""przed 2023"","""",""https://www.zspzabrnie.pl/""
""Facebook"",""Social media"",""Zespół Szkolno - Przedszkolny w Zabrniu"",""2022"","""",""https://www.facebook.com/profile.php?id=100085035104443&locale=pl PL""
"""",""Strona internetowa"",""Przedszkole w Grebowie"",""przed 2023"","""",""https://przedszkolegrebow.pl/""
""Facebook"",""Social media"",""Przedszkole w Grebowie"","""","""",""https://www.facebook.com/profile.php?id=61574414910379""
"""",""Strona internetowa"",""Żłobek Samorządowy w Jamnicy"",""2024"","""",""https://zlobekjamnica.pl/""
""Facebook"",""Social media"",""Żłobek Samorządowy w Jamnicy"",""2024"","""",""https://www.facebook.com/profile.php?id=61564935607156""
""Facebook"",""Social media"",""Ochotnicza Straż Pożarna w Grębowie"",""2015"","""",""https://www.facebook.com/Ochotnicza-Straż-Pożarna-w-Grębowie-100080021061902/""
""Facebook"",""Social media"",""Ochotnicza Straż Pożarna w Wydrzy"","""","""",""https://www.facebook.com/profile.php?id=61573061649522&locale=pl PL""
""Facebook"",""Social media"",""Ochotnicza Straż Pożarna w Krawcach"","""","""",""https://www.facebook.com/osp.krawce.7/about?locale=pl_PL""
""Facebook"",""Social media"",""Ochotnicza Straż Pożarna w Zabrniu"",""2020"","""",""https://www.facebook.com/profile.php?id=100083278303938&locale=pl PL""
""Facebook"",""Social media"",""Ochotnicza Straż Pożarna w Jamnicy"",""2020"","""",""https://www.facebook.com/profile.php?id=100064470535008&locale=pl PL""
""Facebook"",""Social media"",""Ochotnicza Straż Pożarna w Zupawie"",""2016"","""",""https://www.facebook.com/ospzupawa/?locale=pl PL""
""Facebook"",""Social media"",""Ochotnicza Straż Pożarna w Stalach"",""2019"","""",""https://www.facebook.com/ospstale998?locale=pl PL""
""Facebook"",""Social media"",""Ochotnicza Straż Pożarna w Zapoledniku"",""2022"","""",""https://www.facebook.com/profile.php?id=100079491023406"""
1611,87381,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2386,GRODZICZNO,samorząd gminy,warmińsko-mazurskie,nowomiejski,PRAWDA,"""Wieści Gminne Gminy Grodziczno"",""biuletyn informacyjny"",""Urząd Gminy Grodziczno"",""2017"","""","""""
1614,87113,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2118,HAŻLACH,samorząd gminy,śląskie,cieszyński,PRAWDA,"tytul,typ,prowadzacy,data_od,data_do,linki
""Wiadomości Gminy Hażlach"",""Gazeta"",""Gminny Ośrodek Kultury w Hażlachu"",""kwietnia 1995 r."","""",""http://www.gokhazlach.pl/wiadomosci-gminy-hazlach-1"""
1615,85683,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-688,HORODŁO,samorząd gminy,lubelskie,hrubieszowski,FAŁSZ,
1616,86730,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1735,JAROSŁAW,samorząd gminy,podkarpackie,jarosławski,FAŁSZ,"tytul,typ,prowadzacy,data_od,data_do,linki
""Gmina Jarosław Bezpłatny Biuletyn Informacyjny"",""biuletyn informacyjny – kwartalnik w wersji papierowej"",""Urząd Gminy Jarosław"",""2006"","""",""""
""Facebook Wójta Gminy Jarosław"",""Media Społecznościowe"",""Urząd Gminy Jarosław"",""Marzec 2020"","""",""https://www.facebook.com/WojtGminyJaroslaw/?locale=pl_PL""
""Facebook Gmina Jarosław"",""Media Społecznościowe"",""Urząd Gminy Jarosław"",""Październik 2024"","""",""https://www.facebook.com/gminajaroslaw/?locale=pl_PL""
""Strona internetowa Urzędu Gminy Jarosław"",""Media społecznościowe, strona internetowa"",""Urząd Gminy Jarosław"",""2023"","""",""https://gminajaroslaw.pl/""
""Strona internetowa Gminnego Ośrodka Kultury w Jarosławiu"",""Media społecznościowe, strona internetowa"",""Gminny Ośrodek Kultury w Jarosławiu"",""Wrzesień 2024"","""",""https://gminajaroslaw.pl/"""
1617,86734,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1739,JAŚLISKA,samorząd gminy,podkarpackie,krośnieński,FAŁSZ,
1619,87389,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2394,JEDWABNO,samorząd gminy,warmińsko-mazurskie,szczycieński,FAŁSZ,
1621,86627,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1632,JEMIELNICA,samorząd gminy,opolskie,strzelecki,FAŁSZ,
1623,87392,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2397,KALINOWO,samorząd gminy,warmińsko-mazurskie,ełcki,FAŁSZ,
1628,86879,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1884,KLUKOWO,samorząd gminy,podlaskie,wysokomazowiecki,FAŁSZ,"""Profil informacyjno-promocyjny Gminy Klukowo"",""media społecznościowe (Facebook)"",""Urząd Gminy Klukowo"",,,"
1629,87735,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2740,KOBYLANKA,samorząd gminy,zachodniopomorskie,stargardzki,PRAWDA,"""Nasza Gmina"",""Biuletyn informacyjny"",""Centrum Kultury i Rekreacji w Kobylance"",""2021"","""",""https://kobylanka.pl/wp-content/uploads/2025/04/Nasza-Gmina-1 2025v3.pdf"""
1631,87532,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2537,KOŁACZKOWO,samorząd gminy,wielkopolskie,wrzesiński,FAŁSZ,
1633,86995,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2000,KONARZYNY,samorząd gminy,pomorskie,chojnicki,FAŁSZ,
1634,86998,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2003,KOŚCIERZYNA,samorząd gminy,pomorskie,kościerski,PRAWDA,"""„Wieści z Naszej Gminy Kościerzyna”"",""biuletyn informacyjny"",""Zakład Sportu, Kultury i Turystyki Gminy Kościerzyna"",""kwiecień 2011 r."","""",""https://koscierzyna.pl/wiesci-z-naszej-gminy/"""
1635,87541,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2546,KOTLIN,samorząd gminy,wielkopolskie,jarociński,FAŁSZ,
1636,86394,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1399,KOTUŃ,samorząd gminy,mazowieckie,siedlecki,PRAWDA,"""Wieści Gminne Biuletyn Informacyjny Gminy Kotuń"",""Biuletyn informacyjny"",""Urząd Gminy Kotuń"",""2016 roku"",""kwiecień 2024"",""https://www.facebook.com/gminawiejskakotun/posts/pfbid0229QhsDzgM9fRbH8fTP1DcHPf96N7xdArskYzD27Dc9r4Hz2bdvaSnuKQ8jxxPVQzl"""
1637,85383,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-388,KROTOSZYCE,samorząd gminy,dolnośląskie,legnicki,FAŁSZ,
1639,86641,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1646,ŁAMBINOWICE,samorząd gminy,opolskie,nyski,FAŁSZ,
1641,85720,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-725,LEŚNAPODLASKA,samorząd gminy,lubelskie,bialski,FAŁSZ,
1642,87281,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-2286,LIPNIK,samorząd gminy,świętokrzyskie,opatowski,,
1643,86187,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1192,LISIA GÓRA,samorząd gminy,małopolskie,tarnowski,PRAWDA,"""Głos Lisiej Góry"",""magazyn"",""Gminne Centrum Kultury i Czytelnictwa w Lisiej Górze"",""2003-07-10"","""","""""
1644,86188,https://fedrowanie.siecobywatelska.pl/sprawy/monitoring-mediow-samorzadowych-2023-2024-1193,LISZKI,samorząd gminy,małopolskie,krakowski,FAŁSZ,"""tytul"",""typ"",""prowadzacy"",""data_od"",""data_do"",""linki""
""Ziemia Lisiecka"",""gazeta"",""referat Kultury, Promocji i Sportu"",""2001"","""",""https://liszki.pl/multimedia/gazeta-ziemia-lisiecka""
""Gminny Facebook"",""inne - profil społecznościowy"",""Gmina Liszki"","""","""",""""
""Strona internetowa www.liszki.pl"",""inne - strona internetowa"",""Gmina Liszki"","""","""",""http://www.liszki.pl"""
